"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"444909","Total Look School of Cosmetology & Massage Therapy","IA","1","2","","","","","","0.4138","","","21","5"
"444945","Unitech Training Academy-Lafayette","LA","1","3","213","902","0.510579577","","","0.8372","5422.0","4750.0","2033","129"
"444954","Mountwest Community and Technical College","WV","2","2","273","1144","","","","0.1691","4156.0","3679.0","1474","2041"
"13508101","Keiser University-Melbourne","FL","0","1","1290","8007","0.41352379","","","","14438.0","15358.0","18038",""
"13508102","Keiser University-Tallahassee","FL","0","1","1290","8007","0.41352379","","","","14438.0","15358.0","18038",""
"13508103","Keiser University-Daytona","FL","0","1","1290","8007","0.41352379","","","","14438.0","15358.0","18038",""
"13508104","Keiser University-Lakeland","FL","0","1","1290","8007","0.41352379","","","","14438.0","15358.0","18038",""
"16149302","Empire Beauty School-Caribou","ME","0","3","118","354","0.439597315","","","","5500.0","5983.5","1276",""
"16149303","Empire Beauty School-Bangor","ME","0","3","118","354","0.439597315","","","","5500.0","5983.5","1276",""
"16932701","Cleary University","MI","0","1","34","346","0.379120879","","","","18579.5","17000.0","436",""
"16947903","Davenport University-Warren Location","MI","0","1","730","4391","0.197222222","","","","15605.0","12500.0","7563",""
"202736","Regency Beauty Institute-Cleveland","OH","1","3","","61","0.56302521","","","0.8232","","","178","86"
"443492","Pierpont Community and Technical College","WV","2","2","","","0.177495292","","","0.586","7500.0","5510.0","2519","2108"
"443526","ITT Technical Institute-Duluth","GA","3","1","974","5336","0.370388079","0.0833","0.0","0.8081","12667.0","11834.0","71736","591"
"443049","Faith International University","WA","4","1","","","0.657894737","0.5","0.0","0.3209","7675.0","11174.5","98","130"
"443146","Jay's Technical Institute","TX","1","3","80","127","0.440677966","","","0.4548","4750.0","5500.0","203","128"
"443173","Mr John's School of Cosmetology & Nails-Jacksonville","IL","1","3","","","0.633333333","","","0.4677","","","50","39"
"443207","NTMA Training Centers of Southern California","CA","1","3","221","620","0.757188498","","","0.5826","7883.5","7862.0","1097","242"
"443234","American Institute-Margate","FL","1","3","140","469","0.536231884","","","0.7712","9500.0","7600.0","377","240"
"443377","Triangle Tech Inc-Sunbury","PA","2","2","46","392","0.746312684","","","0.8318","","","323","105"
"443438","Fortis Institute-Fort Lauderdale","FL","2","2","381","1957","0.630264629","","","1.0","9500.0","9500.0","2798","214"
"443535","ITT Technical Institute-Hilliard","OH","3","1","974","5336","0.370388079","","0.0","0.8306","12667.0","11834.0","71736","322"
"444051","Creative Images Institute of Cosmetology-South Dayton","OH","1","2","50","237","0.568527919","","","0.5104","","","343","99"
"442745","Fortis Institute","FL","2","2","269","1177","0.58496559","","","0.631","9469.0","8973.0","1348","365"
"442781","Tohono O'Odham Community College","AZ","2","2","","","","","","0.0","","","","184"
"442958","Blue Water College of Cosmetology Inc","MI","1","3","","","0.515151515","","","0.661","","","60","57"
"442967","Pima Medical Institute-Albuquerque West","NM","1","2","","","","","","0.8609","8173.0","6848.0","193","103"
"442976","Brighton Center's Center for Employment Training","KY","1","3","38","92","0.133333333","","","0.0","","","","89"
"443021","Dallas Barber & Stylist College","TX","1","3","45","73","0.252525253","","","0.0","","","","158"
"443696","Interactive College of Technology","TX","2","2","275","1104","0.038664323","","","0.2","4184.0","4236.0","128","22"
"443827","Brightwood College-Brownsville","TX","2","2","429","1931","0.665811418","","","0.158","9454.0","8658.0","1941","461"
"441900","Nevada State College","NV","3","1","81","476","0.199438202","0.0345","0.0","0.4025","10000.0","9500.0","1417","3076"
"436304","River Parishes Community College","LA","2","2","37","286","0.073995772","","","0.2241","6500.0","5500.0","1015","1602"
"441964","ITT Technical Institute-Chantilly","VA","3","1","974","5336","0.370388079","0.0","0.0","0.8221","12667.0","11834.0","71736","573"
"442578","Minnesota School of Business-Plymouth","MN","3","1","440","3878","0.365751634","0.25","0.0","0.7481","19024.0","16000.0","4232","184"
"442611","NASCAR Technical Institute","NC","1","2","900","9641","0.617686576","","","0.6987","12000.0","13138.0","10673","1510"
"442639","University of the Potomac-VA Campus","VA","4","1","42","182","0.107806691","","","0.4211","9377.0","9500.0","326","26"
"442727","Everest Institute-Austin","TX","1","3","1558","6409","0.651053864","","","0.4946","9500.0","9500.0","6181","880"
"441937","California State University-Channel Islands","CA","4","1","98","1051","0.456621005","0.207","0.084","0.4151","11330.0","11000.0","1914","4950"
"441788","Aviation Institute of Maintenance-Dallas","TX","1","2","100","463","0.389873418","","","0.5915","10765.5","20000.0","384","341"
"430810","New Hampshire Institute of Art","NH","4","1","","174","0.485714286","0.7045","0.2159","0.8324","17250.0","19000.0","334","470"
