"id","school.name","school.state","school.degrees_awarded.highest","school.institutional_characteristics.level","2013.earnings.6_yrs_after_entry.not_working_not_enrolled.overall","2013.earnings.6_yrs_after_entry.working_not_enrolled.overall","2013.completion.title_iv.completed_by.4yrs","2013.completion.completion_rate_4yr_100nt","2013.completion.transfer_rate.4yr.full_time","2013.aid.federal_loan_rate","2013.aid.median_debt.female_students","2013.aid.median_debt.male_students","2013.aid.cumulative_debt.number","2013.student.size"
"12697901","Denver Seminary - Washington DC","MD","0","1","","","","","","","","","",""
"13090701","Delaware Technical Community College-Owens","DE","0","2","","","","","","","","","",""
"13508114","Keiser University -  Clearwater","FL","0","1","","","","","","","","","",""
"13508116","Keiser University - Residential","FL","0","1","","","","","","","","","",""
"13962101","East Georgia State College - Statesboro","GA","0","1","","","","","","","","","",""
"16884701","Baker College of Owosso","MI","0","1","","","","","","","","","",""
"16884705","Baker College of Clinton Township","MI","0","1","","","","","","","","","",""
"16884709","Baker College of Port Huron","MI","0","1","","","","","","","","","",""
"16884710","Baker College Center for Graduate Studies","MI","0","1","","","","","","","","","",""
"17601701","University of Mississippi Medical Center","MS","0","1","","","","","","","","","",""
"18557201","Monmouth University -  Monmouth Park Corporate Center","NJ","0","1","","","","","","","","","",""
"20306702","Hebrew Union College-Jewish Institute of Religion-Los Angeles","CA","0","1","","","","","","","","","",""
"24378002","Purdue University - Purdue Polytechnic Indianapolis","IN","0","1","","","","","","","","","",""
"24378004","Purdue University - Purdue Polytechnic New Albany","IN","0","1","","","","","","","","","",""
"24378009","Purdue University - Purdue Polytechnic Lafayette","IN","0","1","","","","","","","","","",""
"24378010","Purdue University - Purdue Polytechnic Vincennes","IN","0","1","","","","","","","","","",""
"48621101","American Institute of Pharmaceutical Technology - Polifly","NJ","0","2","","","","","","","","","",""
"452887","Elite Welding Academy LLC","OH","1","3","","","","","","","","","",""
"480921","Designer Barber & Stylist School","AR","1","3","","","","","","","","","",""
"482981","Alamo City Barber College","TX","1","3","","","","","","","","","",""
"483276","JB's Hair Design and Barber College","OK","1","3","","","","","","","","","",""
